Task ID,Occupation (O*NET-SOC Title),Task,User ID,Date,Self-reported Expertise,Automation Desire Rating,Time,Core Skill Rating,Job Security Rating,Enjoyment Rating,Reasons for Automation Desire - Free Time,Reasons for Automation Desire - Repetitive,Reasons for Automation Desire - Human Error,Reasons for Automation Desire - Stress,Reasons for Automation Desire - Difficulty,Reasons for Automation Desire - Scale,Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Reasons for Human Agency - Physical,Reasons for Human Agency - Control,Reasons for Human Agency - Domain Knowledge,Reasons for Human Agency - Empathy,Reasons for Human Agency - Quality Oversight,Reasons for Human Agency - Dynamic,Reasons for Human Agency - Ethical,Other Reason for Automation Desire,Other Reason for Human Agency,Gender,Race,Income,Age,Education,Experience,AI Tedious Work Attitude,AI Job Importance Attitude,AI Daily Interest Attitude,AI Suffering Attitude,Zip Code,Political Affiliation,LLM Familiarity,LLM Use in Work,LLM Usage by Type - Information Access,LLM Usage by Type - Edit,LLM Usage by Type - Idea Generation,LLM Usage by Type - Communication,LLM Usage by Type - Analysis,LLM Usage by Type - Decision,LLM Usage by Type - Coding,LLM Usage by Type - System Design,LLM Usage by Type - Data Processing,Recruitment Source
14744,Web Administrators,"Gather, analyze, or document user feedback to locate or resolve sources of problems.",505a1fa5-c185-415b-a865-676adec48df6,2025-05-05,Expert,3,1,3,1,5,True,False,False,False,False,False,1,3,1,2,4,False,False,True,False,True,True,False,,,Female,White,30-60K,18,Master’s Degree,More than 10 years,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,,Prefer not to answer,I have some experience using them.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Weekly,Daily,Monthly,Weekly,Daily,Daily,Prolific
14744,Web Administrators,"Gather, analyze, or document user feedback to locate or resolve sources of problems.",91f13901-9d21-42ac-9e6f-eb4b79912970,2025-04-05,Expert,1,4,2,3,3,False,False,False,False,False,False,1,4,4,4,4,False,False,False,True,True,True,False,,,Female,Asian American and Pacific Islander,86K-165K,25,Bachelor’s Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Never,Never,Monthly,Monthly,Weekly,Never,Never,Prolific
14744,Web Administrators,"Gather, analyze, or document user feedback to locate or resolve sources of problems.",c5617d1a-ed2c-44bc-88f7-9f4c282f939e,2025-05-05,Expert,4,3,4,4,4,True,False,True,False,False,True,4,4,4,4,4,True,True,True,True,True,True,True,,,Male,White,165K-209K,44,Master’s Degree,3-5 years,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Prolific
14744,Web Administrators,"Gather, analyze, or document user feedback to locate or resolve sources of problems.",eec00b04-d932-4142-be46-df770d15c782,2025-05-06,Expert,2,4,5,3,4,False,False,False,False,False,False,1,3,3,3,2,False,False,False,False,False,False,False,,,Female,White,86K-165K,18,Master’s Degree,6-10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,,Independent,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Monthly,Weekly,Daily,Daily,Weekly,Monthly,Monthly,Daily,WoM
14744,Web Administrators,"Gather, analyze, or document user feedback to locate or resolve sources of problems.",f11df512-19a6-4610-a882-1921347503a2,2025-05-04,Average,3,2,3,3,2,True,False,False,False,False,True,1,4,2,2,3,False,False,False,True,False,True,True,,,Male,Asian American and Pacific Islander,165K-209K,45,Bachelor’s Degree,More than 10 years,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Weekly,Daily,Weekly,Weekly,Weekly,Prolific
14749,Web Administrators,"Track, compile, and analyze Web site usage data.",505a1fa5-c185-415b-a865-676adec48df6,2025-05-05,Expert,3,2,4,1,4,False,False,True,False,False,True,1,3,1,3,4,True,False,True,False,False,False,False,,,Female,White,30-60K,18,Master’s Degree,More than 10 years,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,,Prefer not to answer,I have some experience using them.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Weekly,Daily,Monthly,Weekly,Daily,Daily,Prolific
14749,Web Administrators,"Track, compile, and analyze Web site usage data.",91f13901-9d21-42ac-9e6f-eb4b79912970,2025-04-05,Average,2,2,3,2,3,False,False,False,False,False,False,1,2,4,3,2,False,False,False,False,False,False,False,,,Female,Asian American and Pacific Islander,86K-165K,25,Bachelor’s Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Never,Never,Monthly,Monthly,Weekly,Never,Never,Prolific
14749,Web Administrators,"Track, compile, and analyze Web site usage data.",d5123117-d2d4-4d5d-93eb-d702b0fd964e,2025-03-24,Novice,5,1,1,1,1,False,True,False,False,False,False,1,1,1,1,1,False,False,False,False,False,False,False,,,Male,White,86K-165K,27,Bachelor’s Degree,3-5 years,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,Prefer not to answer,I have some experience using them.,"No, I have not used them for any work-related activities.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,WoM
14749,Web Administrators,"Track, compile, and analyze Web site usage data.",eec00b04-d932-4142-be46-df770d15c782,2025-05-06,Expert,4,2,4,3,2,True,True,False,True,True,False,1,2,2,4,2,False,False,False,False,False,False,False,,,Female,White,86K-165K,18,Master’s Degree,6-10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,,Independent,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Monthly,Weekly,Daily,Daily,Weekly,Monthly,Monthly,Daily,WoM
14750,Web Administrators,"Test issues such as system integration, performance, and system security on a regular schedule or after any major program modifications.",2a716add-6dcc-4ce5-bc45-6b1368759273,2025-03-26,Novice,3,1,3,3,2,True,True,True,False,False,True,2,1,1,3,1,False,False,False,False,False,False,False,,,Male,White,0-30K,33,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,,No political affliation,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Monthly,Never,Never,Weekly,Never,Monthly,Never,Never,Upwork
14750,Web Administrators,"Test issues such as system integration, performance, and system security on a regular schedule or after any major program modifications.",505a1fa5-c185-415b-a865-676adec48df6,2025-05-05,Expert,4,1,4,1,4,False,False,True,False,True,False,3,4,3,3,3,True,False,False,True,False,True,False,,,Female,White,30-60K,18,Master’s Degree,More than 10 years,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,,Prefer not to answer,I have some experience using them.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Weekly,Daily,Monthly,Weekly,Daily,Daily,Prolific
14750,Web Administrators,"Test issues such as system integration, performance, and system security on a regular schedule or after any major program modifications.",c5617d1a-ed2c-44bc-88f7-9f4c282f939e,2025-05-05,Expert,4,4,4,4,4,True,False,True,False,False,True,3,4,4,4,4,True,True,True,True,False,True,False,,,Male,White,165K-209K,44,Master’s Degree,3-5 years,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Prolific
14750,Web Administrators,"Test issues such as system integration, performance, and system security on a regular schedule or after any major program modifications.",f11df512-19a6-4610-a882-1921347503a2,2025-05-04,Average,4,3,3,4,3,False,False,True,False,False,True,2,2,3,4,3,False,False,True,False,True,False,True,,,Male,Asian American and Pacific Islander,165K-209K,45,Bachelor’s Degree,More than 10 years,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Weekly,Daily,Weekly,Weekly,Weekly,Prolific
14758,Web Administrators,"Correct testing-identified problems, or recommend actions for their resolution.",2631f77a-b54f-4d19-90e3-069f0a8be26e,2025-03-26,Expert,3,4,4,1,5,False,False,False,False,False,True,4,5,5,4,3,True,True,True,True,True,True,True,,,Prefer not to say,Asian American and Pacific Islander,30-60K,39,Bachelor’s Degree,More than 10 years,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Monthly,Daily,Weekly,Monthly,Monthly,Daily,WoM
14758,Web Administrators,"Correct testing-identified problems, or recommend actions for their resolution.",2a716add-6dcc-4ce5-bc45-6b1368759273,2025-03-26,Average,3,1,3,3,1,True,True,True,True,False,False,1,3,4,4,3,False,True,True,False,False,False,False,,,Male,White,0-30K,33,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,,No political affliation,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Monthly,Never,Never,Weekly,Never,Monthly,Never,Never,Upwork
14758,Web Administrators,"Correct testing-identified problems, or recommend actions for their resolution.",505a1fa5-c185-415b-a865-676adec48df6,2025-05-05,Expert,2,3,4,1,5,False,False,False,False,False,False,2,4,1,4,3,False,False,True,True,True,False,True,,,Female,White,30-60K,18,Master’s Degree,More than 10 years,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,,Prefer not to answer,I have some experience using them.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Weekly,Daily,Monthly,Weekly,Daily,Daily,Prolific
14758,Web Administrators,"Correct testing-identified problems, or recommend actions for their resolution.",c5617d1a-ed2c-44bc-88f7-9f4c282f939e,2025-05-05,Expert,4,3,4,4,4,True,False,True,False,False,True,2,4,4,4,4,True,True,True,False,True,True,False,,,Male,White,165K-209K,44,Master’s Degree,3-5 years,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Prolific
14758,Web Administrators,"Correct testing-identified problems, or recommend actions for their resolution.",d5123117-d2d4-4d5d-93eb-d702b0fd964e,2025-03-24,Average,2,2,4,3,4,False,False,False,False,False,False,1,3,3,5,3,False,True,True,True,False,False,False,,,Male,White,86K-165K,27,Bachelor’s Degree,3-5 years,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,Prefer not to answer,I have some experience using them.,"No, I have not used them for any work-related activities.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,WoM
14758,Web Administrators,"Correct testing-identified problems, or recommend actions for their resolution.",eec00b04-d932-4142-be46-df770d15c782,2025-05-06,Expert,4,3,4,2,2,False,False,True,True,True,False,1,3,4,4,2,False,False,False,False,False,False,False,,,Female,White,86K-165K,18,Master’s Degree,6-10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,,Independent,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Monthly,Weekly,Daily,Daily,Weekly,Monthly,Monthly,Daily,WoM
14758,Web Administrators,"Correct testing-identified problems, or recommend actions for their resolution.",f11df512-19a6-4610-a882-1921347503a2,2025-05-04,Novice,5,1,2,3,2,True,True,False,False,False,True,1,1,3,4,3,False,False,True,False,True,False,False,,,Male,Asian American and Pacific Islander,165K-209K,45,Bachelor’s Degree,More than 10 years,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Weekly,Daily,Weekly,Weekly,Weekly,Prolific
14762,Web Administrators,Set up or maintain monitoring tools on Web servers or Web sites.,2a716add-6dcc-4ce5-bc45-6b1368759273,2025-03-26,Novice,5,1,3,3,1,True,True,True,False,False,False,2,1,2,3,2,False,False,False,False,False,False,False,,,Male,White,0-30K,33,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,,No political affliation,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Monthly,Never,Never,Weekly,Never,Monthly,Never,Never,Upwork
14762,Web Administrators,Set up or maintain monitoring tools on Web servers or Web sites.,505a1fa5-c185-415b-a865-676adec48df6,2025-05-05,Expert,4,4,4,1,5,True,False,True,False,False,True,1,4,2,4,3,False,True,True,False,False,False,True,,,Female,White,30-60K,18,Master’s Degree,More than 10 years,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,,Prefer not to answer,I have some experience using them.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Weekly,Daily,Monthly,Weekly,Daily,Daily,Prolific
14762,Web Administrators,Set up or maintain monitoring tools on Web servers or Web sites.,91f13901-9d21-42ac-9e6f-eb4b79912970,2025-04-05,Average,3,2,3,1,3,True,True,False,True,False,False,1,3,4,4,2,False,False,False,False,False,False,False,,,Female,Asian American and Pacific Islander,86K-165K,25,Bachelor’s Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Never,Never,Monthly,Monthly,Weekly,Never,Never,Prolific
14762,Web Administrators,Set up or maintain monitoring tools on Web servers or Web sites.,c5617d1a-ed2c-44bc-88f7-9f4c282f939e,2025-05-05,Expert,4,3,4,4,4,True,False,True,False,False,True,4,4,4,4,4,False,True,True,True,False,True,False,,,Male,White,165K-209K,44,Master’s Degree,3-5 years,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Prolific
14762,Web Administrators,Set up or maintain monitoring tools on Web servers or Web sites.,eec00b04-d932-4142-be46-df770d15c782,2025-05-06,Expert,4,3,4,2,3,True,False,True,False,False,True,1,2,2,3,2,False,False,False,False,False,False,False,,,Female,White,86K-165K,18,Master’s Degree,6-10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,,Independent,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Monthly,Weekly,Daily,Daily,Weekly,Monthly,Monthly,Daily,WoM
15206,Network and Computer Systems Administrators,"Configure, monitor, and maintain email applications or virus protection software.",1f7b3bf4-d6d1-4c7d-b466-f5071cc5f971,2025-03-19,Expert,5,1,5,1,2,True,True,True,True,False,True,1,1,3,4,2,False,False,False,False,False,False,False,"There are already AI based tools for risk mitigation but are ""applications"" i think that generative AI could be a huge boost to this task",,Male,Other,86K-165K,60,Associate Degree,More than 10 years,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,95818,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Monthly,Never,Never,Monthly,Monthly,Never,Monthly,Weekly,Prolific
15206,Network and Computer Systems Administrators,"Configure, monitor, and maintain email applications or virus protection software.",3dcfa73c-6097-4ff6-b551-8acdcd56f011,2025-03-28,Expert,4,2,4,2,3,True,False,True,True,False,False,1,1,2,2,2,False,False,False,False,False,False,False,,,Male,White,86K-165K,53,"Some College, No Degree",More than 10 years,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,24445,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Daily,Weekly,Weekly,Weekly,Weekly,Weekly,Upwork
15206,Network and Computer Systems Administrators,"Configure, monitor, and maintain email applications or virus protection software.",6a292b45-e0a3-412f-8ad3-a7d48af811e5,2025-05-04,Average,4,2,5,3,4,True,True,True,False,False,True,3,4,3,4,4,True,True,False,True,True,False,False,,,Female,Black,0-30K,36,Master’s Degree,3-5 years,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,92240,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Never,Daily,Weekly,Monthly,Monthly,Never,Weekly,Upwork
15206,Network and Computer Systems Administrators,"Configure, monitor, and maintain email applications or virus protection software.",860df91f-578b-4a08-add4-545df40ced55,2025-05-05,Expert,2,3,4,4,4,False,False,False,False,False,False,2,2,3,3,2,False,False,False,False,False,False,False,,,Female,White,86K-165K,59,Master’s Degree,3-5 years,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,,Independent,I use them regularly.,"Yes, I use them every week in my work.",Daily,Never,Weekly,Never,Weekly,Daily,Monthly,Never,Daily,Prolific
15206,Network and Computer Systems Administrators,"Configure, monitor, and maintain email applications or virus protection software.",ac47fbf0-25d5-47ed-9921-3a7ba5163867,2025-04-30,Expert,4,2,3,2,3,True,False,True,False,False,True,3,2,2,3,3,True,False,True,False,True,False,True,,,Male,Other,30-60K,31,Associate Degree,6-10 years,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,60016,No political affliation,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Weekly,Daily,Daily,Weekly,Monthly,Weekly,Daily,Upwork
15206,Network and Computer Systems Administrators,"Configure, monitor, and maintain email applications or virus protection software.",b7439943-4fe3-4189-abca-42599d839086,2025-04-07,Expert,5,1,5,1,3,False,True,False,False,False,True,1,1,2,2,1,False,False,False,False,False,False,False,,,Male,White,86K-165K,34,"Some College, No Degree",More than 10 years,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,84315,Prefer not to answer,I use them regularly.,"Yes, I use them every week in my work.",Daily,Daily,Weekly,Daily,Daily,Weekly,Weekly,Monthly,Never,Upwork
15206,Network and Computer Systems Administrators,"Configure, monitor, and maintain email applications or virus protection software.",c8cd6dc3-4055-4038-aefd-95682a074fa7,2025-04-30,Expert,2,4,5,1,4,False,False,False,False,False,False,1,1,2,5,1,False,False,False,False,False,False,False,,,Male,Black,60-86K,31,Bachelor’s Degree,6-10 years,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,29449,No political affliation,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Never,Never,Never,Daily,Daily,Weekly,Monthly,Monthly,Weekly,Upwork
15206,Network and Computer Systems Administrators,"Configure, monitor, and maintain email applications or virus protection software.",efca99fb-9e74-45f9-9ddf-4ae0a1280c26,2025-04-30,Expert,5,1,2,1,2,True,True,True,True,False,True,1,2,2,2,2,False,False,False,False,False,False,False,,,Male,White,86K-165K,39,High School,6-10 years,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,No political affliation,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Monthly,Monthly,Weekly,Weekly,Monthly,Weekly,Upwork
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,032bd8a8-0ec1-4bc4-8b99-e27ee620e926,2025-03-12,Novice,4,1,2,1,2,True,False,True,False,True,False,2,2,3,3,2,False,False,False,False,False,False,False,,,Female,White,165K-209K,42,Bachelor’s Degree,More than 10 years,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,Democrat,I have some experience using them.,"Yes, I use them every week in my work.",Weekly,Weekly,Monthly,Monthly,Never,Never,Never,Never,Monthly,Prolific
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,231576cd-4cc2-4dee-91cb-6bb0105d06db,2025-01-21,Average,2,2,5,2,5,False,False,False,False,False,False,2,3,4,4,4,True,True,True,True,True,True,True,,,Male,White,60-86K,25,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,02155,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Never,Weekly,Never,Weekly,Never,Never,Monthly,Never,Weekly,Prolific
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,2e027f5b-019e-4215-ae3c-180cf6c576ff,2025-01-22,Expert,5,5,5,5,5,False,False,True,False,False,False,5,5,5,5,5,False,False,False,True,False,False,False,,,Male,Black,86K-165K,26,Master’s Degree,6-10 years,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,90001,Republican,I have heard of them but don't know much about their functionalities.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Prolific
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,4f4b2c03-168a-43c0-8feb-8e65c1b69772,2025-03-20,Average,2,2,2,2,2,False,False,False,False,False,False,2,2,2,2,2,False,False,False,False,False,False,False,,,Female,Black,30-60K,32,Master’s Degree,3-5 years,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Weekly,Daily,Weekly,Weekly,Weekly,Daily,Daily,Prolific
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,582a11a6-cd77-4809-94ab-d4690cbcba4d,2025-03-22,Expert,3,3,4,1,3,True,False,True,False,False,True,2,2,3,3,3,False,True,False,False,False,False,False,,,Female,White,60-86K,57,Master’s Degree,More than 10 years,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Weekly,Weekly,Weekly,Monthly,Daily,Prolific
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,6ef95e7e-93ae-4a2d-9ca7-0b126b4a3516,2025-03-24,Average,2,2,4,2,4,False,False,False,False,False,False,1,4,5,4,4,False,False,False,False,False,True,False,,,Male,White,209K-529K,57,Bachelor’s Degree,6-10 years,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,80602,Independent,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Monthly,Monthly,Never,Never,Never,Monthly,Prolific
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,9829fdbf-4224-446f-8433-ad68a40d9baf,2025-03-19,Expert,3,4,3,2,3,True,True,False,True,True,False,3,4,3,4,5,False,True,True,True,True,False,False,,,Male,White,209K-529K,40,Master’s Degree,More than 10 years,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Weekly,Daily,Daily,Daily,Prolific
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,9f1cb4ed-9b72-4880-a369-cd6f44f322b5,2025-03-24,Average,3,1,2,2,1,True,False,False,False,True,False,1,3,4,3,4,False,True,False,True,False,True,False,,,Male,White,30-60K,54,"Some College, No Degree",More than 10 years,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Monthly,Daily,Weekly,Monthly,Never,Never,Monthly,WoM
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,bfdd5f24-3bcd-416b-bccb-28b807111957,2025-03-18,Average,2,2,3,2,3,False,False,False,False,False,False,2,3,2,3,2,False,False,False,False,False,False,False,,,Female,White,86K-165K,35,Bachelor’s Degree,6-10 years,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,31805,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,e777d1f1-2e65-49c1-b045-886dfd1f10a2,2025-03-27,Expert,4,4,4,4,4,True,False,True,False,False,False,3,4,3,4,4,True,False,False,True,False,False,False,,,Male,White,60-86K,35,Bachelor’s Degree,6-10 years,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,78418,Republican,I have some experience using them.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Never,Weekly,Weekly,Weekly,Weekly,Weekly,Prolific
16152,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards.",032bd8a8-0ec1-4bc4-8b99-e27ee620e926,2025-03-12,Expert,2,2,3,3,3,False,False,False,False,False,False,3,3,3,4,4,False,True,True,True,True,False,False,,,Female,White,165K-209K,42,Bachelor’s Degree,More than 10 years,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,Democrat,I have some experience using them.,"Yes, I use them every week in my work.",Weekly,Weekly,Monthly,Monthly,Never,Never,Never,Never,Monthly,Prolific
16152,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards.",1287fa62-3ac3-44e0-aca6-4f646ad1fca3,2025-03-29,Expert,1,4,5,1,5,False,False,False,False,False,False,5,5,2,5,1,False,False,False,False,False,False,False,,,Male,Black,209K-529K,18,Bachelor’s Degree,6-10 years,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,,Independent,I have heard of them but don't know much about their functionalities.,"No, I have not used them for any work-related activities.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Prolific
16152,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards.",1e95ad73-c199-48c4-b2d4-3819f3e5e4db,2025-03-19,Expert,1,2,4,2,3,False,False,False,False,False,False,1,3,2,4,3,False,True,True,False,True,False,False,,,Male,White,209K-529K,64,Master’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Daily,Daily,Daily,Never,Never,Weekly,Prolific
16152,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards.",231576cd-4cc2-4dee-91cb-6bb0105d06db,2025-01-21,Average,4,1,3,1,1,True,True,False,False,False,False,1,3,2,4,3,False,True,True,True,True,True,False,,,Male,White,60-86K,25,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,02155,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Never,Weekly,Never,Weekly,Never,Never,Monthly,Never,Weekly,Prolific
16152,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards.",4bbdbefa-7d7f-47a0-89c1-ac7fd285f740,2025-04-01,Average,2,3,5,2,3,False,False,False,False,False,False,1,4,3,4,4,False,True,True,True,False,False,False,,,Male,Asian American and Pacific Islander,86K-165K,36,Master’s Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,No political affliation,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Weekly,Monthly,Weekly,Monthly,Monthly,Monthly,WoM
16152,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards.",582a11a6-cd77-4809-94ab-d4690cbcba4d,2025-03-22,Expert,2,1,2,1,3,False,False,False,False,False,False,1,2,1,2,2,False,False,False,False,False,False,False,,,Female,White,60-86K,57,Master’s Degree,More than 10 years,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Weekly,Weekly,Weekly,Monthly,Daily,Prolific
16152,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards.",6ef95e7e-93ae-4a2d-9ca7-0b126b4a3516,2025-03-24,Average,5,2,2,3,1,True,True,False,False,True,False,1,2,2,2,2,False,False,False,False,False,False,False,,,Male,White,209K-529K,57,Bachelor’s Degree,6-10 years,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,80602,Independent,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Monthly,Monthly,Never,Never,Never,Monthly,Prolific
